insideTemperature;summary;outsideTemperature;date
58.19;Clear;58.19;31/03/2011
57.5;Clear;57.5;01/04/2011
58.16;Clear;58.16;02/04/2011
60.57;Clear;60.57;03/04/2011
64.72;Clear;64.72;04/04/2011
68.14;Clear;68.14;05/04/2011
72.46;Clear;72.46;06/04/2011
76.98;Clear;76.98;07/04/2011
80.42;Clear;81.52;08/04/2011
83.44;Clear;84.14;09/04/2011
85.41;Clear;85.82;10/04/2011
85.89;Clear;86.03;11/04/2011
85.43;Clear;85.72;12/04/2011
84.32;Clear;84.75;13/04/2011
82.2;Clear;82.83;14/04/2011
79.45;Clear;79.45;15/04/2011
76.17;Clear;76.17;16/04/2011
73.58;Clear;73.58;17/04/2011
71.79;Clear;71.79;18/04/2011
69.75;Clear;69.75;19/04/2011
68.64;Clear;68.64;20/04/2011
67.48;Clear;67.48;21/04/2011
66.48;Drizzle;66.48;22/04/2011
65.84;Light Rain;65.84;23/04/2011
65.26;Light Rain;65.26;24/04/2011
64.93;Light Rain;64.93;25/04/2011
64.94;Drizzle;64.94;26/04/2011
66.44;Clear;66.44;27/04/2011
69.04;Clear;69.04;28/04/2011
72.46;Clear;72.46;29/04/2011
74.17;Clear;74.17;30/04/2011
76.18;Clear;76.18;01/05/2011
78.03;Clear;78.03;02/05/2011
79.62;Clear;79.62;03/05/2011
80.95;Clear;79.64;04/05/2011
81.26;Clear;79.82;05/05/2011
81.19;Clear;79.78;06/05/2011
80.09;Clear;79.16;07/05/2011
78.16;Clear;78.16;08/05/2011
76.49;Clear;76.49;09/05/2011
73.18;Clear;73.18;10/05/2011
68.27;Clear;68.27;11/05/2011
64.2;Clear;64.2;12/05/2011
61.09;Clear;61.09;13/05/2011
56.89;Clear;56.89;14/05/2011
55.51;Clear;55.51;15/05/2011
53.24;Clear;53.24;16/05/2011
52.22;Clear;52.22;17/05/2011
50.49;Clear;50.49;18/05/2011
50.3;Clear;50.3;19/05/2011
51.4;Clear;51.4;20/05/2011
56.07;Clear;56.07;21/05/2011
60.99;Clear;60.99;22/05/2011
64.19;Clear;64.19;23/05/2011
67.95;Clear;67.95;24/05/2011
69.87;Clear;69.87;25/05/2011
69.43;Drizzle;69.43;26/05/2011
68.69;Partly Cloudy;68.69;27/05/2011
71.39;Clear;71.39;28/05/2011
74.93;Clear;74.93;29/05/2011
75.4;Clear;75.4;30/05/2011
75.55;Clear;75.55;31/05/2011
75.11;Clear;75.11;01/06/2011
73.62;Clear;73.62;02/06/2011
70.36;Clear;70.36;03/06/2011
65.61;Clear;65.61;04/06/2011
60.9;Clear;60.9;05/06/2011
57.74;Clear;57.74;06/06/2011
55.48;Clear;55.48;07/06/2011
53.1;Clear;53.1;08/06/2011
51.48;Clear;51.48;09/06/2011
50.06;Clear;50.06;10/06/2011
49.39;Clear;49.39;11/06/2011
48.86;Clear;48.86;12/06/2011
50.43;Clear;50.43;13/06/2011
54.46;Clear;54.46;14/06/2011
59.81;Clear;59.81;15/06/2011
65.29;Clear;65.29;16/06/2011
70.62;Clear;70.62;17/06/2011
73.65;Clear;73.65;18/06/2011
76.74;Clear;76.74;19/06/2011
78.37;Clear;78.37;20/06/2011
79.37;Partly Cloudy;79.37;21/06/2011
79.82;Clear;79.82;22/06/2011
79.92;Clear;79.92;23/06/2011
79.7;Clear;79.7;24/06/2011
79.37;Clear;79.37;25/06/2011
77.56;Clear;77.56;26/06/2011
73.59;Clear;73.59;27/06/2011
67.56;Clear;67.56;28/06/2011
63.84;Clear;63.84;29/06/2011
60.57;Clear;60.57;30/06/2011
57.63;Clear;57.63;01/07/2011
56.53;Clear;56.53;02/07/2011
55.06;Clear;55.06;03/07/2011
54.54;Clear;54.54;04/07/2011
52.6;Clear;52.6;05/07/2011
51.35;Clear;51.35;06/07/2011
51.82;Clear;51.82;07/07/2011
57.08;Clear;57.08;08/07/2011
63.39;Clear;63.39;09/07/2011
69.05;Clear;69.05;10/07/2011
73.38;Clear;73.38;11/07/2011
76.27;Clear;76.27;12/07/2011
78.23;Clear;78.23;13/07/2011
79.12;Clear;79.12;14/07/2011
79.85;Clear;79.85;15/07/2011
81.27;Clear;79.84;16/07/2011
81.7;Clear;80.11;17/07/2011
81.7;Clear;80.18;18/07/2011
80.43;Clear;79.51;19/07/2011
78.57;Clear;78.57;20/07/2011
74.08;Clear;74.08;21/07/2011
68.05;Clear;68.05;22/07/2011
65.25;Clear;65.25;23/07/2011
62.23;Clear;62.23;24/07/2011
60.08;Clear;60.08;25/07/2011
57.16;Clear;57.16;26/07/2011
55.65;Clear;55.65;27/07/2011
54.37;Clear;54.37;28/07/2011
53.16;Clear;53.16;29/07/2011
52.27;Clear;52.27;30/07/2011
52.4;Clear;52.4;31/07/2011
58.02;Clear;58.02;01/08/2011
63.91;Clear;63.91;02/08/2011
68.83;Clear;68.83;03/08/2011
73.08;Clear;73.08;04/08/2011
76.37;Clear;76.37;05/08/2011
78.94;Clear;78.94;06/08/2011
81.2;Clear;80.3;07/08/2011
82.65;Clear;81.15;08/08/2011
83.92;Clear;82.02;09/08/2011
83.83;Clear;81.9;10/08/2011
83.93;Clear;81.98;11/08/2011
83.01;Clear;81.32;12/08/2011
81.08;Clear;80.17;13/08/2011
76.18;Clear;76.18;14/08/2011
71.05;Clear;71.05;15/08/2011
67.55;Clear;67.55;16/08/2011
65.3;Clear;65.3;17/08/2011
62.97;Clear;62.97;18/08/2011
60.64;Clear;60.64;19/08/2011
58.9;Clear;58.9;20/08/2011
57.35;Clear;57.35;21/08/2011
55.72;Clear;55.72;22/08/2011
55.12;Clear;55.12;23/08/2011
55.39;Clear;55.39;24/08/2011
60.63;Clear;60.63;25/08/2011
64.98;Clear;64.98;26/08/2011
70.37;Clear;70.37;27/08/2011
74.29;Clear;74.29;28/08/2011
78.58;Clear;78.58;29/08/2011
81.62;Clear;81.4;30/08/2011
84.1;Clear;83.22;31/08/2011
85.65;Clear;84.34;01/09/2011
86.9;Clear;85.32;02/09/2011
86.38;Clear;84.82;03/09/2011
85.87;Clear;84.65;04/09/2011
84.44;Clear;83.78;05/09/2011
81.7;Clear;81.88;06/09/2011
77.84;Clear;77.84;07/09/2011
73.88;Clear;73.88;08/09/2011
71.1;Clear;71.1;09/09/2011
69.13;Clear;69.13;10/09/2011
67.6;Clear;67.6;11/09/2011
65.73;Clear;65.73;12/09/2011
64.0;Clear;64.0;13/09/2011
62.55;Clear;62.55;14/09/2011
61.58;Clear;61.58;15/09/2011
60.92;Clear;60.92;16/09/2011
60.89;Clear;60.89;17/09/2011
64.89;Clear;64.89;18/09/2011
69.02;Clear;69.02;19/09/2011
73.11;Clear;73.11;20/09/2011
77.21;Clear;77.21;21/09/2011
79.86;Clear;79.86;22/09/2011
81.39;Clear;80.4;23/09/2011
81.36;Clear;80.3;24/09/2011
82.02;Clear;80.89;25/09/2011
81.05;Clear;80.56;26/09/2011
79.55;Clear;79.55;27/09/2011
77.98;Clear;77.98;28/09/2011
76.61;Clear;76.61;29/09/2011
74.35;Clear;74.35;30/09/2011
73.37;Partly Cloudy;73.37;01/10/2011
72.18;Clear;72.18;02/10/2011
71.69;Clear;71.69;03/10/2011
70.93;Partly Cloudy;70.93;04/10/2011
70.64;Partly Cloudy;70.64;05/10/2011
70.07;Clear;70.07;06/10/2011
68.44;Light Rain;68.44;07/10/2011
68.08;Light Rain;68.08;08/10/2011
67.67;Light Rain;67.67;09/10/2011
67.22;Light Rain;67.22;10/10/2011
67.42;Drizzle;67.42;11/10/2011
67.98;Partly Cloudy;67.98;12/10/2011
69.38;Overcast;69.38;13/10/2011
70.08;Clear;70.08;14/10/2011
71.0;Clear;71.0;15/10/2011
72.35;Partly Cloudy;72.35;16/10/2011
73.75;Clear;73.75;17/10/2011
75.2;Partly Cloudy;75.2;18/10/2011
76.67;Partly Cloudy;76.67;19/10/2011
76.8;Partly Cloudy;76.8;20/10/2011
75.83;Partly Cloudy;75.83;21/10/2011
74.74;Partly Cloudy;74.74;22/10/2011
73.17;Clear;73.17;23/10/2011
72.14;Clear;72.14;24/10/2011
71.25;Mostly Cloudy;71.25;25/10/2011
70.16;Light Rain;70.16;26/10/2011
69.59;Light Rain;69.59;27/10/2011
69.47;Partly Cloudy;69.47;28/10/2011
69.09;Light Rain;69.09;29/10/2011
68.73;Light Rain;68.73;30/10/2011
68.4;Overcast;68.4;31/10/2011
67.99;Clear;67.99;01/11/2011
67.54;Light Rain;67.54;02/11/2011
67.58;Drizzle;67.58;03/11/2011
67.27;Drizzle;67.27;04/11/2011
68.19;Partly Cloudy;68.19;05/11/2011
69.75;Partly Cloudy;69.75;06/11/2011
71.61;Partly Cloudy;71.61;07/11/2011
73.14;Partly Cloudy;73.14;08/11/2011
75.67;Partly Cloudy;75.67;09/11/2011
77.78;Partly Cloudy;77.78;10/11/2011
79.86;Partly Cloudy;79.86;11/11/2011
81.17;Partly Cloudy;81.76;12/11/2011
82.06;Partly Cloudy;82.1;13/11/2011
82.5;Light Rain;82.15;14/11/2011
82.58;Clear;81.96;15/11/2011
81.4;Clear;81.08;16/11/2011
80.26;Clear;80.42;17/11/2011
76.75;Clear;76.75;18/11/2011
71.66;Clear;71.66;19/11/2011
69.57;Clear;69.57;20/11/2011
68.61;Clear;68.61;21/11/2011
67.34;Clear;67.34;22/11/2011
65.43;Clear;65.43;23/11/2011
62.94;Clear;62.94;24/11/2011
61.81;Clear;61.81;25/11/2011
59.74;Clear;59.74;26/11/2011
59.42;Clear;59.42;27/11/2011
59.23;Clear;59.23;28/11/2011
64.26;Clear;64.26;29/11/2011
68.64;Clear;68.64;30/11/2011
72.18;Clear;72.18;01/12/2011
75.29;Clear;75.29;02/12/2011
78.18;Clear;78.18;03/12/2011
79.63;Clear;79.63;04/12/2011
80.35;Partly Cloudy;79.89;05/12/2011
81.64;Partly Cloudy;80.57;06/12/2011
82.84;Clear;81.22;07/12/2011
83.51;Clear;81.65;08/12/2011
83.15;Clear;81.37;09/12/2011
82.66;Clear;80.98;10/12/2011
81.73;Clear;80.47;11/12/2011
77.48;Clear;77.48;12/12/2011
70.39;Clear;70.39;13/12/2011
66.94;Clear;66.94;14/12/2011
65.7;Clear;65.7;15/12/2011
65.02;Clear;65.02;16/12/2011
63.74;Clear;63.74;17/12/2011
62.02;Clear;62.02;18/12/2011
60.21;Clear;60.21;19/12/2011
59.55;Clear;59.55;20/12/2011
58.29;Clear;58.29;21/12/2011
59.05;Clear;59.05;22/12/2011
62.89;Clear;62.89;23/12/2011
67.79;Clear;67.79;24/12/2011
72.29;Clear;72.29;25/12/2011
76.93;Clear;76.93;26/12/2011
79.81;Clear;79.81;27/12/2011
81.13;Clear;81.47;28/12/2011
81.68;Partly Cloudy;81.96;29/12/2011
81.43;Partly Cloudy;82.15;30/12/2011
79.64;Partly Cloudy;79.64;31/12/2011
77.5;Drizzle;77.5;01/01/2012
76.78;Drizzle;76.78;02/01/2012
74.73;Drizzle;74.73;03/01/2012
72.82;Rain;72.82;04/01/2012
71.43;Rain;71.43;05/01/2012
69.48;Light Rain;69.48;06/01/2012
68.5;Drizzle;68.5;07/01/2012
67.04;Light Rain;67.04;08/01/2012
67.1;Light Rain;67.1;09/01/2012
66.33;Clear;66.33;10/01/2012
66.52;Drizzle;66.52;11/01/2012
65.42;Drizzle;65.42;12/01/2012
64.07;Clear;64.07;13/01/2012
61.98;Clear;61.98;14/01/2012
60.6;Clear;60.6;15/01/2012
62.93;Clear;62.93;16/01/2012
65.16;Clear;65.16;17/01/2012
67.71;Clear;67.71;18/01/2012
68.94;Partly Cloudy;68.94;19/01/2012
70.07;Partly Cloudy;70.07;20/01/2012
71.49;Partly Cloudy;71.49;21/01/2012
72.57;Partly Cloudy;72.57;22/01/2012
73.7;Partly Cloudy;73.7;23/01/2012
74.26;Clear;74.26;24/01/2012
74.91;Clear;74.91;25/01/2012
75.18;Partly Cloudy;75.18;26/01/2012
74.3;Clear;74.3;27/01/2012
72.99;Clear;72.99;28/01/2012
70.42;Clear;70.42;29/01/2012
66.1;Clear;66.1;30/01/2012
62.8;Clear;62.8;31/01/2012
59.08;Clear;59.08;01/02/2012
58.21;Clear;58.21;02/02/2012
55.92;Clear;55.92;03/02/2012
54.8;Clear;54.8;04/02/2012
54.05;Clear;54.05;05/02/2012
52.7;Clear;52.7;06/02/2012
52.19;Clear;52.19;07/02/2012
53.76;Clear;53.76;08/02/2012
59.37;Clear;59.37;09/02/2012
64.59;Clear;64.59;10/02/2012
69.1;Clear;69.1;11/02/2012
72.26;Clear;72.26;12/02/2012
75.01;Clear;75.01;13/02/2012
76.63;Clear;76.63;14/02/2012
78.59;Clear;78.59;15/02/2012
79.65;Clear;79.65;16/02/2012
80.25;Clear;79.32;17/02/2012
80.32;Clear;79.33;18/02/2012
80.01;Clear;79.17;19/02/2012
78.88;Clear;78.88;20/02/2012
77.3;Clear;77.3;21/02/2012
74.8;Clear;74.8;22/02/2012
70.15;Clear;70.15;23/02/2012
66.77;Clear;66.77;24/02/2012
64.49;Clear;64.49;25/02/2012
62.46;Clear;62.46;26/02/2012
60.24;Clear;60.24;27/02/2012
58.75;Clear;58.75;28/02/2012
57.36;Clear;57.36;29/02/2012
55.95;Clear;55.95;01/03/2012
54.75;Clear;54.75;02/03/2012
54.85;Clear;54.85;03/03/2012
60.32;Clear;60.32;04/03/2012
66.73;Clear;66.73;05/03/2012
72.94;Clear;72.94;06/03/2012
76.64;Clear;76.64;07/03/2012
79.55;Clear;79.55;08/03/2012
81.03;Clear;80.09;09/03/2012
82.91;Clear;81.11;10/03/2012
83.93;Clear;81.75;11/03/2012
84.7;Clear;82.3;12/03/2012
85.06;Clear;82.59;13/03/2012
85.21;Clear;82.76;14/03/2012
83.34;Clear;81.56;15/03/2012
80.8;Clear;80.09;16/03/2012
76.94;Clear;76.94;17/03/2012
73.49;Clear;73.49;18/03/2012
71.96;Clear;71.96;19/03/2012
70.39;Clear;70.39;20/03/2012
69.49;Clear;69.49;21/03/2012
68.75;Clear;68.75;22/03/2012
67.89;Drizzle;67.89;23/03/2012
67.32;Light Rain;67.32;24/03/2012
66.34;Light Rain;66.34;25/03/2012
66.44;Light Rain;66.44;26/03/2012
66.97;Light Rain;66.97;27/03/2012
66.94;Light Rain;66.94;28/03/2012
67.7;Light Rain;67.7;29/03/2012
69.68;Drizzle;69.68;30/03/2012
71.34;Clear;71.34;31/03/2012
73.92;Clear;73.92;01/04/2012
75.94;Clear;75.94;02/04/2012
78.35;Clear;78.35;03/04/2012
81.13;Partly Cloudy;83.21;04/04/2012
82.52;Clear;84.14;05/04/2012
84.78;Clear;86.19;06/04/2012
85.84;Clear;86.81;07/04/2012
86.22;Clear;86.5;08/04/2012
85.03;Clear;85.25;09/04/2012
82.01;Clear;83.15;10/04/2012
76.39;Clear;76.39;11/04/2012
72.29;Clear;72.29;12/04/2012
70.35;Clear;70.35;13/04/2012
69.21;Clear;69.21;14/04/2012
67.4;Clear;67.4;15/04/2012
67.25;Clear;67.25;16/04/2012
65.1;Clear;65.1;17/04/2012
63.18;Clear;63.18;18/04/2012
62.62;Clear;62.62;19/04/2012
62.82;Clear;62.82;20/04/2012
67.71;Clear;67.71;21/04/2012
73.55;Clear;73.55;22/04/2012
77.97;Clear;77.97;23/04/2012
81.55;Clear;82.53;24/04/2012
84.14;Clear;84.86;25/04/2012
86.07;Clear;86.64;26/04/2012
88.58;Clear;88.68;27/04/2012
89.53;Clear;89.64;28/04/2012
90.15;Clear;90.07;29/04/2012
90.56;Clear;90.41;30/04/2012
90.29;Clear;90.07;01/05/2012
89.72;Clear;89.69;02/05/2012
88.09;Clear;88.31;03/05/2012
83.84;Clear;85.26;04/05/2012
77.63;Clear;77.63;05/05/2012
75.47;Clear;75.47;06/05/2012
72.83;Clear;72.83;07/05/2012
71.62;Clear;71.62;08/05/2012
70.17;Clear;70.17;09/05/2012
68.49;Clear;68.49;10/05/2012
67.8;Clear;67.8;11/05/2012
66.29;Clear;66.29;12/05/2012
66.11;Clear;66.11;13/05/2012
65.74;Clear;65.74;14/05/2012
68.31;Clear;68.31;15/05/2012
72.07;Clear;72.07;16/05/2012
75.49;Clear;75.49;17/05/2012
78.19;Clear;78.19;18/05/2012
80.56;Clear;83.21;19/05/2012
83.35;Clear;86.73;20/05/2012
84.64;Clear;88.26;21/05/2012
85.22;Clear;89.38;22/05/2012
83.11;Light Rain;86.86;23/05/2012
80.29;Light Rain;83.37;24/05/2012
78.89;Light Rain;78.89;25/05/2012
79.03;Clear;79.03;26/05/2012
78.14;Clear;78.14;27/05/2012
77.28;Clear;77.28;28/05/2012
74.87;Clear;74.87;29/05/2012
73.17;Clear;73.17;30/05/2012
71.89;Clear;71.89;31/05/2012
70.88;Clear;70.88;01/06/2012
70.2;Clear;70.2;02/06/2012
69.43;Clear;69.43;03/06/2012
68.47;Clear;68.47;04/06/2012
68.44;Clear;68.44;05/06/2012
67.9;Clear;67.9;06/06/2012
68.04;Partly Cloudy;68.04;07/06/2012
67.79;Clear;67.79;08/06/2012
68.47;Partly Cloudy;68.47;09/06/2012
69.2;Clear;69.2;10/06/2012
70.74;Clear;70.74;11/06/2012
72.78;Partly Cloudy;72.78;12/06/2012
74.76;Partly Cloudy;74.76;13/06/2012
75.57;Partly Cloudy;75.57;14/06/2012
77.44;Partly Cloudy;77.44;15/06/2012
77.19;Partly Cloudy;77.19;16/06/2012
77.3;Clear;77.3;17/06/2012
75.56;Clear;75.56;18/06/2012
73.76;Clear;73.76;19/06/2012
71.54;Clear;71.54;20/06/2012
69.66;Partly Cloudy;69.66;21/06/2012
67.2;Clear;67.2;22/06/2012
66.27;Clear;66.27;23/06/2012
64.48;Clear;64.48;24/06/2012
63.64;Clear;63.64;25/06/2012
62.53;Drizzle;62.53;26/06/2012
61.6;Overcast;61.6;27/06/2012
61.21;Clear;61.21;28/06/2012
60.13;Light Rain;60.13;29/06/2012
59.83;Drizzle;59.83;30/06/2012
59.55;Clear;59.55;01/07/2012
59.73;Clear;59.73;02/07/2012
60.25;Overcast;60.25;03/07/2012
61.03;Clear;61.03;04/07/2012
61.87;Clear;61.87;05/07/2012
62.51;Clear;62.51;06/07/2012
63.32;Clear;63.32;07/07/2012
64.36;Clear;64.36;08/07/2012
64.83;Overcast;64.83;09/07/2012
64.9;Clear;64.9;10/07/2012
64.85;Drizzle;64.85;11/07/2012
64.19;Light Rain;64.19;12/07/2012
63.13;Rain;63.13;13/07/2012
62.8;Light Rain;62.8;14/07/2012
62.34;Light Rain;62.34;15/07/2012
61.81;Clear;61.81;16/07/2012
61.24;Light Rain;61.24;17/07/2012
60.82;Light Rain;60.82;18/07/2012
60.52;Light Rain;60.52;19/07/2012
60.08;Clear;60.08;20/07/2012
59.68;Overcast;59.68;21/07/2012
59.68;Clear;59.68;22/07/2012
59.7;Clear;59.7;23/07/2012
59.28;Clear;59.28;24/07/2012
59.26;Clear;59.26;25/07/2012
60.15;Clear;60.15;26/07/2012
61.35;Drizzle;61.35;27/07/2012
62.18;Clear;62.18;28/07/2012
63.68;Clear;63.68;29/07/2012
64.97;Clear;64.97;30/07/2012
66.76;Clear;66.76;31/07/2012
68.32;Clear;68.32;01/08/2012
69.7;Drizzle;69.7;02/08/2012
71.19;Drizzle;71.19;03/08/2012
71.22;Drizzle;71.22;04/08/2012
70.7;Clear;70.7;05/08/2012
68.85;Clear;68.85;06/08/2012
67.43;Light Rain;67.43;07/08/2012
65.6;Light Rain;65.6;08/08/2012
64.4;Clear;64.4;09/08/2012
63.84;Clear;63.84;10/08/2012
62.88;Partly Cloudy;62.88;11/08/2012
61.9;Clear;61.9;12/08/2012
61.63;Clear;61.63;13/08/2012
60.73;Partly Cloudy;60.73;14/08/2012
60.21;Clear;60.21;15/08/2012
59.1;Clear;59.1;16/08/2012
58.03;Clear;58.03;17/08/2012
58.27;Clear;58.27;18/08/2012
61.31;Clear;61.31;19/08/2012
63.51;Clear;63.51;20/08/2012
64.97;Partly Cloudy;64.97;21/08/2012
66.68;Partly Cloudy;66.68;22/08/2012
68.27;Clear;68.27;23/08/2012
70.37;Partly Cloudy;70.37;24/08/2012
72.85;Clear;72.85;25/08/2012
74.72;Partly Cloudy;74.72;26/08/2012
76.46;Partly Cloudy;76.46;27/08/2012
76.88;Clear;76.88;28/08/2012
76.93;Clear;76.93;29/08/2012
77.08;Clear;77.08;30/08/2012
75.98;Clear;75.98;31/08/2012
73.12;Clear;73.12;01/09/2012
66.24;Clear;66.24;02/09/2012
62.53;Clear;62.53;03/09/2012
60.41;Clear;60.41;04/09/2012
58.99;Clear;58.99;05/09/2012
58.06;Clear;58.06;06/09/2012
56.91;Clear;56.91;07/09/2012
56.03;Clear;56.03;08/09/2012
54.9;Clear;54.9;09/09/2012
54.81;Clear;54.81;10/09/2012
55.13;Clear;55.13;11/09/2012
58.4;Clear;58.4;12/09/2012
62.75;Clear;62.75;13/09/2012
68.65;Clear;68.65;14/09/2012
74.03;Clear;74.03;15/09/2012
77.59;Clear;77.59;16/09/2012
79.73;Clear;79.73;17/09/2012
81.35;Clear;80.96;18/09/2012
82.96;Clear;81.83;19/09/2012
83.48;Clear;82.37;20/09/2012
83.65;Clear;82.65;21/09/2012
84.26;Clear;83.3;22/09/2012
83.3;Clear;82.88;23/09/2012
81.54;Clear;81.82;24/09/2012
77.45;Clear;77.45;25/09/2012
74.18;Clear;74.18;26/09/2012
72.42;Clear;72.42;27/09/2012
70.94;Clear;70.94;28/09/2012
69.66;Clear;69.66;29/09/2012
67.85;Clear;67.85;30/09/2012
66.66;Clear;66.66;01/10/2012
65.98;Clear;65.98;02/10/2012
64.82;Clear;64.82;03/10/2012
64.18;Clear;64.18;04/10/2012
64.42;Clear;64.42;05/10/2012
67.65;Clear;67.65;06/10/2012
71.42;Clear;71.42;07/10/2012
74.89;Clear;74.89;08/10/2012
78.8;Clear;78.8;09/10/2012
82.38;Clear;84.58;10/10/2012
85.48;Clear;87.77;11/10/2012
86.95;Partly Cloudy;89.05;12/10/2012
88.02;Partly Cloudy;90.01;13/10/2012
88.14;Clear;89.96;14/10/2012
88.32;Partly Cloudy;90.35;15/10/2012
88.11;Clear;89.76;16/10/2012
86.24;Clear;87.87;17/10/2012
83.72;Clear;84.82;18/10/2012
80.46;Clear;81.58;19/10/2012
78.1;Clear;78.1;20/10/2012
76.07;Clear;76.07;21/10/2012
74.24;Clear;74.24;22/10/2012
72.66;Clear;72.66;23/10/2012
71.51;Clear;71.51;24/10/2012
70.48;Clear;70.48;25/10/2012
70.11;Clear;70.11;26/10/2012
70.26;Clear;70.26;27/10/2012
70.62;Clear;70.62;28/10/2012
70.96;Clear;70.96;29/10/2012
71.92;Clear;71.92;30/10/2012
72.45;Light Rain;72.45;31/10/2012
73.8;Clear;73.8;01/11/2012
75.25;Clear;75.25;02/11/2012
77.19;Clear;77.19;03/11/2012
79.35;Clear;79.35;04/11/2012
81.65;Partly Cloudy;85.75;05/11/2012
82.99;Mostly Cloudy;87.58;06/11/2012
84.1;Partly Cloudy;88.91;07/11/2012
84.08;Clear;88.96;08/11/2012
83.76;Partly Cloudy;88.83;09/11/2012
81.22;Drizzle;85.55;10/11/2012
76.97;Rain;76.97;11/11/2012
76.52;Rain;76.52;12/11/2012
74.87;Light Rain;74.87;13/11/2012
73.81;Clear;73.81;14/11/2012
72.34;Clear;72.34;15/11/2012
71.52;Clear;71.52;16/11/2012
71.34;Clear;71.34;17/11/2012
70.95;Clear;70.95;18/11/2012
70.99;Clear;70.99;19/11/2012
70.59;Clear;70.59;20/11/2012
70.37;Clear;70.37;21/11/2012
70.1;Clear;70.1;22/11/2012
72.36;Clear;72.36;23/11/2012
74.35;Clear;74.35;24/11/2012
78.11;Clear;78.11;25/11/2012
81.88;Clear;84.49;26/11/2012
84.3;Clear;86.4;27/11/2012
86.25;Clear;87.1;28/11/2012
87.17;Clear;87.77;29/11/2012
88.92;Partly Cloudy;89.53;30/11/2012
89.76;Clear;90.12;01/12/2012
88.62;Clear;89.08;02/12/2012
87.52;Light Rain;88.55;03/12/2012
86.8;Clear;88.45;04/12/2012
84.54;Drizzle;86.14;05/12/2012
80.29;Clear;82.39;06/12/2012
76.6;Drizzle;76.6;07/12/2012
73.92;Drizzle;73.92;08/12/2012
72.07;Partly Cloudy;72.07;09/12/2012
71.26;Clear;71.26;10/12/2012
69.31;Clear;69.31;11/12/2012
67.77;Clear;67.77;12/12/2012
66.51;Clear;66.51;13/12/2012
65.33;Clear;65.33;14/12/2012
64.61;Clear;64.61;15/12/2012
64.69;Clear;64.69;16/12/2012
67.5;Clear;67.5;17/12/2012
71.3;Clear;71.3;18/12/2012
75.27;Clear;75.27;19/12/2012
77.39;Clear;77.39;20/12/2012
79.86;Clear;79.86;21/12/2012
82.12;Clear;82.77;22/12/2012
84.03;Clear;84.26;23/12/2012
85.43;Clear;85.31;24/12/2012
85.69;Clear;85.44;25/12/2012
85.76;Partly Cloudy;85.66;26/12/2012
84.71;Clear;84.84;27/12/2012
83.8;Clear;84.19;28/12/2012
81.4;Clear;82.27;29/12/2012
78.95;Partly Cloudy;78.95;30/12/2012
75.18;Clear;75.18;31/12/2012
73.65;Clear;73.65;01/01/2013
72.55;Clear;72.55;02/01/2013
71.47;Clear;71.47;03/01/2013
70.71;Clear;70.71;04/01/2013
70.01;Partly Cloudy;70.01;05/01/2013
69.1;Clear;69.1;06/01/2013
68.66;Clear;68.66;07/01/2013
67.68;Clear;67.68;08/01/2013
67.54;Clear;67.54;09/01/2013
67.97;Clear;67.97;10/01/2013
70.28;Partly Cloudy;70.28;11/01/2013
73.4;Clear;73.4;12/01/2013
76.51;Clear;76.51;13/01/2013
78.81;Clear;78.81;14/01/2013
81.24;Clear;82.83;15/01/2013
82.56;Partly Cloudy;83.84;16/01/2013
84.32;Partly Cloudy;85.71;17/01/2013
84.68;Clear;85.72;18/01/2013
85.79;Partly Cloudy;86.8;19/01/2013
86.31;Partly Cloudy;87.05;20/01/2013
86.14;Clear;86.39;21/01/2013
84.68;Clear;85.16;22/01/2013
80.84;Clear;82.11;23/01/2013
75.58;Clear;75.58;24/01/2013
72.07;Clear;72.07;25/01/2013
69.78;Clear;69.78;26/01/2013
68.5;Clear;68.5;27/01/2013
67.25;Clear;67.25;28/01/2013
65.53;Clear;65.53;29/01/2013
64.48;Clear;64.48;30/01/2013
64.14;Clear;64.14;31/01/2013
64.21;Clear;64.21;01/02/2013
64.05;Clear;64.05;02/02/2013
66.6;Clear;66.6;03/02/2013
73.07;Clear;73.07;04/02/2013
78.77;Clear;78.77;05/02/2013
83.03;Clear;84.46;06/02/2013
86.28;Clear;87.53;07/02/2013
87.97;Clear;89.51;08/02/2013
89.28;Clear;91.11;09/02/2013
87.12;Light Rain;89.62;10/02/2013
79.69;Light Rain;79.69;11/02/2013
77.99;Light Rain;77.99;12/02/2013
78.9;Clear;78.9;13/02/2013
79.34;Clear;79.34;14/02/2013
79.6;Clear;79.6;15/02/2013
78.54;Clear;78.54;16/02/2013
76.14;Clear;76.14;17/02/2013
75.1;Clear;75.1;18/02/2013
73.81;Clear;73.81;19/02/2013
73.47;Clear;73.47;20/02/2013
70.71;Clear;70.71;21/02/2013
70.0;Clear;70.0;22/02/2013
68.71;Clear;68.71;23/02/2013
69.93;Clear;69.93;24/02/2013
69.31;Clear;69.31;25/02/2013
67.55;Clear;67.55;26/02/2013
68.77;Clear;68.77;27/02/2013
70.38;Clear;70.38;28/02/2013
71.84;Clear;71.84;01/03/2013
74.23;Clear;74.23;02/03/2013
76.03;Partly Cloudy;76.03;03/03/2013
76.15;Partly Cloudy;76.15;04/03/2013
77.21;Partly Cloudy;77.21;05/03/2013
77.73;Partly Cloudy;77.73;06/03/2013
76.95;Partly Cloudy;76.95;07/03/2013
76.88;Partly Cloudy;76.88;08/03/2013
