insideTemperature;summary;outsideTemperature;date
52.78;Clear;52.78;17/09/2006
53.43;Partly Cloudy;53.43;18/09/2006
53.21;Light Rain;53.21;19/09/2006
53.14;Light Rain;53.14;20/09/2006
51.93;Light Rain;51.93;21/09/2006
51.53;Light Rain;51.53;22/09/2006
49.82;Light Rain;46.96;23/09/2006
46.78;Light Rain;43.12;24/09/2006
45.81;Drizzle;41.83;25/09/2006
45.89;Partly Cloudy;42.27;26/09/2006
46.7;Partly Cloudy;42.3;27/09/2006
48.35;Partly Cloudy;43.59;28/09/2006
50.34;Partly Cloudy;50.34;29/09/2006
50.2;Clear;50.2;30/09/2006
48.91;Clear;43.34;01/10/2006
46.34;Clear;40.46;02/10/2006
43.65;Clear;38.27;03/10/2006
41.79;Clear;37.36;04/10/2006
39.38;Clear;35.46;05/10/2006
36.83;Clear;32.49;06/10/2006
34.4;Clear;30.27;07/10/2006
32.48;Clear;28.0;08/10/2006
30.77;Clear;25.41;09/10/2006
31.24;Clear;27.83;10/10/2006
30.24;Clear;25.43;11/10/2006
29.75;Clear;29.75;12/10/2006
28.4;Clear;28.4;13/10/2006
29.62;Clear;26.19;14/10/2006
36.26;Clear;31.39;15/10/2006
40.66;Clear;35.53;16/10/2006
43.07;Clear;38.56;17/10/2006
45.34;Clear;40.96;18/10/2006
47.34;Clear;44.08;19/10/2006
48.91;Clear;44.92;20/10/2006
50.54;Clear;50.54;21/10/2006
52.44;Clear;52.44;22/10/2006
53.16;Clear;53.16;23/10/2006
53.44;Clear;53.44;24/10/2006
53.39;Clear;53.39;25/10/2006
50.98;Clear;50.98;26/10/2006
45.85;Clear;45.85;27/10/2006
42.16;Clear;42.16;28/10/2006
39.32;Clear;37.41;29/10/2006
38.15;Clear;35.11;30/10/2006
37.3;Clear;34.43;31/10/2006
37.03;Clear;37.03;01/11/2006
36.45;Clear;36.45;02/11/2006
35.13;Clear;32.55;03/11/2006
34.17;Clear;29.11;04/11/2006
33.46;Clear;28.49;05/11/2006
31.84;Clear;26.11;06/11/2006
32.7;Clear;28.17;07/11/2006
38.87;Clear;33.43;08/11/2006
43.08;Clear;38.68;09/11/2006
46.0;Clear;42.0;10/11/2006
48.44;Clear;45.04;11/11/2006
50.76;Clear;50.76;12/11/2006
52.58;Clear;52.58;13/11/2006
54.49;Clear;54.49;14/11/2006
55.54;Clear;55.54;15/11/2006
56.67;Clear;56.67;16/11/2006
56.78;Clear;56.78;17/11/2006
55.93;Clear;55.93;18/11/2006
53.3;Clear;53.3;19/11/2006
47.91;Clear;47.91;20/11/2006
42.85;Clear;42.85;21/11/2006
40.75;Clear;39.21;22/11/2006
37.81;Clear;37.81;23/11/2006
35.73;Clear;35.73;24/11/2006
33.18;Clear;33.18;25/11/2006
31.61;Clear;31.61;26/11/2006
30.98;Clear;30.98;27/11/2006
29.95;Clear;29.95;28/11/2006
28.58;Clear;24.01;29/11/2006
28.73;Clear;23.64;30/11/2006
30.09;Clear;24.06;01/12/2006
37.26;Clear;32.07;02/12/2006
43.86;Clear;38.32;03/12/2006
48.17;Clear;43.84;04/12/2006
50.96;Clear;50.96;05/12/2006
53.61;Clear;53.61;06/12/2006
55.9;Clear;55.9;07/12/2006
57.96;Clear;57.96;08/12/2006
59.41;Clear;59.41;09/12/2006
60.65;Clear;60.65;10/12/2006
61.35;Clear;61.35;11/12/2006
60.98;Clear;60.98;12/12/2006
58.67;Clear;58.67;13/12/2006
52.87;Clear;52.87;14/12/2006
47.26;Clear;47.26;15/12/2006
43.22;Clear;43.22;16/12/2006
40.67;Clear;40.67;17/12/2006
39.28;Clear;39.28;18/12/2006
37.28;Clear;37.28;19/12/2006
34.68;Clear;32.06;20/12/2006
33.73;Clear;31.18;21/12/2006
32.36;Clear;27.75;22/12/2006
31.71;Clear;27.25;23/12/2006
31.38;Clear;26.48;24/12/2006
33.5;Clear;27.45;25/12/2006
42.06;Clear;36.75;26/12/2006
47.11;Clear;41.42;27/12/2006
50.32;Clear;50.32;28/12/2006
52.98;Clear;52.98;29/12/2006
55.5;Clear;55.5;30/12/2006
57.66;Clear;57.66;31/12/2006
60.03;Clear;60.03;01/01/2007
61.4;Clear;61.4;02/01/2007
62.44;Clear;62.44;03/01/2007
62.58;Clear;62.58;04/01/2007
61.72;Clear;61.72;05/01/2007
58.78;Clear;58.78;06/01/2007
52.64;Clear;52.64;07/01/2007
48.19;Clear;47.01;08/01/2007
44.54;Clear;44.54;09/01/2007
41.13;Clear;41.13;10/01/2007
38.46;Clear;38.46;11/01/2007
36.05;Clear;36.05;12/01/2007
34.0;Clear;34.0;13/01/2007
32.84;Clear;28.73;14/01/2007
32.01;Clear;27.93;15/01/2007
31.27;Clear;26.15;16/01/2007
31.18;Clear;28.04;17/01/2007
32.57;Clear;28.53;18/01/2007
39.75;Clear;37.16;19/01/2007
47.72;Clear;45.25;20/01/2007
53.07;Clear;53.07;21/01/2007
57.85;Clear;57.85;22/01/2007
61.82;Clear;61.82;23/01/2007
65.08;Clear;65.08;24/01/2007
68.17;Clear;68.17;25/01/2007
69.89;Clear;69.89;26/01/2007
71.05;Clear;71.05;27/01/2007
72.11;Clear;72.11;28/01/2007
72.07;Clear;72.07;29/01/2007
69.36;Clear;69.36;30/01/2007
61.28;Clear;61.28;31/01/2007
55.43;Clear;55.43;01/02/2007
51.51;Clear;51.51;02/02/2007
49.04;Clear;48.5;03/02/2007
46.59;Clear;46.59;04/02/2007
45.12;Clear;45.12;05/02/2007
42.22;Clear;42.22;06/02/2007
40.36;Clear;40.36;07/02/2007
38.73;Clear;38.73;08/02/2007
37.76;Clear;37.76;09/02/2007
37.21;Clear;35.13;10/02/2007
38.61;Clear;38.61;11/02/2007
46.83;Clear;45.89;12/02/2007
56.12;Clear;56.12;13/02/2007
64.24;Clear;64.24;14/02/2007
69.7;Clear;69.7;15/02/2007
72.48;Clear;72.48;16/02/2007
73.82;Clear;73.82;17/02/2007
74.94;Clear;74.94;18/02/2007
75.19;Clear;75.19;19/02/2007
74.57;Clear;74.57;20/02/2007
73.75;Clear;73.75;21/02/2007
71.54;Clear;71.54;22/02/2007
68.22;Clear;68.22;23/02/2007
62.57;Clear;62.57;24/02/2007
58.82;Clear;58.82;25/02/2007
55.87;Clear;55.87;26/02/2007
53.21;Clear;53.21;27/02/2007
51.86;Partly Cloudy;51.86;28/02/2007
51.25;Clear;51.25;01/03/2007
50.34;Mostly Cloudy;50.34;02/03/2007
49.9;Partly Cloudy;49.06;03/03/2007
49.16;Partly Cloudy;49.16;04/03/2007
47.82;Clear;47.82;05/03/2007
46.93;Clear;46.93;06/03/2007
46.67;Partly Cloudy;44.29;07/03/2007
48.31;Clear;45.12;08/03/2007
49.98;Clear;46.29;09/03/2007
51.11;Clear;51.11;10/03/2007
51.86;Clear;51.86;11/03/2007
53.99;Partly Cloudy;53.99;12/03/2007
55.93;Clear;55.93;13/03/2007
58.58;Clear;58.58;14/03/2007
60.81;Clear;60.81;15/03/2007
60.94;Clear;60.94;16/03/2007
61.23;Clear;61.23;17/03/2007
60.04;Clear;60.04;18/03/2007
58.04;Clear;58.04;19/03/2007
55.2;Clear;55.2;20/03/2007
52.54;Clear;52.54;21/03/2007
50.31;Clear;50.31;22/03/2007
47.49;Clear;44.36;23/03/2007
46.34;Clear;43.37;24/03/2007
44.97;Clear;41.47;25/03/2007
43.81;Clear;40.43;26/03/2007
42.8;Clear;38.97;27/03/2007
42.57;Clear;38.96;28/03/2007
41.62;Clear;37.51;29/03/2007
41.6;Clear;37.55;30/03/2007
43.15;Clear;38.14;31/03/2007
45.45;Clear;39.41;01/04/2007
47.36;Clear;41.81;02/04/2007
49.2;Clear;43.91;03/04/2007
50.9;Clear;50.9;04/04/2007
52.82;Clear;52.82;05/04/2007
54.99;Clear;54.99;06/04/2007
57.42;Clear;57.42;07/04/2007
59.23;Clear;59.23;08/04/2007
60.71;Clear;60.71;09/04/2007
61.4;Clear;61.4;10/04/2007
61.43;Clear;61.43;11/04/2007
59.21;Clear;59.21;12/04/2007
52.69;Clear;52.69;13/04/2007
46.85;Clear;46.85;14/04/2007
44.67;Clear;41.21;15/04/2007
42.23;Clear;38.94;16/04/2007
40.12;Clear;35.9;17/04/2007
38.62;Clear;35.82;18/04/2007
36.11;Clear;36.11;19/04/2007
34.97;Clear;30.73;20/04/2007
33.65;Clear;30.01;21/04/2007
33.01;Clear;28.59;22/04/2007
31.94;Clear;26.49;23/04/2007
34.96;Clear;34.96;24/04/2007
42.03;Clear;42.03;25/04/2007
48.89;Clear;47.24;26/04/2007
55.46;Clear;55.46;27/04/2007
62.19;Clear;62.19;28/04/2007
67.07;Clear;67.07;29/04/2007
71.14;Clear;71.14;30/04/2007
73.33;Clear;73.33;01/05/2007
74.67;Clear;74.67;02/05/2007
74.89;Clear;74.89;03/05/2007
74.89;Clear;74.89;04/05/2007
73.24;Clear;73.24;05/05/2007
69.09;Clear;69.09;06/05/2007
64.1;Clear;64.1;07/05/2007
61.47;Clear;61.47;08/05/2007
58.49;Clear;58.49;09/05/2007
56.38;Clear;56.38;10/05/2007
55.75;Clear;55.75;11/05/2007
56.01;Clear;56.01;12/05/2007
55.6;Partly Cloudy;55.6;13/05/2007
54.93;Clear;54.93;14/05/2007
53.95;Partly Cloudy;53.95;15/05/2007
53.62;Partly Cloudy;53.62;16/05/2007
52.6;Clear;52.6;17/05/2007
53.9;Partly Cloudy;53.9;18/05/2007
56.72;Partly Cloudy;56.72;19/05/2007
59.36;Clear;59.36;20/05/2007
63.18;Clear;63.18;21/05/2007
67.93;Clear;67.93;22/05/2007
72.27;Clear;72.27;23/05/2007
75.56;Clear;75.56;24/05/2007
76.03;Partly Cloudy;76.03;25/05/2007
74.17;Drizzle;74.17;26/05/2007
69.06;Light Rain;69.06;27/05/2007
66.72;Rain;66.72;28/05/2007
65.15;Light Rain;65.15;29/05/2007
64.02;Clear;64.02;30/05/2007
62.31;Mostly Cloudy;62.31;31/05/2007
61.04;Clear;61.04;01/06/2007
60.44;Light Rain;60.44;02/06/2007
59.82;Light Rain;59.82;03/06/2007
59.64;Drizzle;59.64;04/06/2007
59.26;Drizzle;59.26;05/06/2007
58.62;Partly Cloudy;58.62;06/06/2007
58.45;Clear;58.45;07/06/2007
57.76;Partly Cloudy;57.76;08/06/2007
57.11;Clear;57.11;09/06/2007
56.84;Clear;56.84;10/06/2007
56.86;Clear;56.86;11/06/2007
56.59;Partly Cloudy;56.59;12/06/2007
56.56;Partly Cloudy;56.56;13/06/2007
56.97;Clear;56.97;14/06/2007
57.82;Clear;57.82;15/06/2007
59.27;Partly Cloudy;59.27;16/06/2007
60.55;Clear;60.55;17/06/2007
62.16;Clear;62.16;18/06/2007
62.57;Clear;62.57;19/06/2007
62.57;Clear;62.57;20/06/2007
61.86;Clear;61.86;21/06/2007
60.46;Clear;60.46;22/06/2007
57.69;Clear;57.69;23/06/2007
53.54;Clear;53.54;24/06/2007
50.6;Clear;50.6;25/06/2007
48.31;Clear;44.32;26/06/2007
46.06;Clear;41.62;27/06/2007
44.18;Clear;39.79;28/06/2007
42.26;Clear;37.97;29/06/2007
39.48;Clear;35.21;30/06/2007
39.02;Clear;34.29;01/07/2007
36.96;Clear;33.47;02/07/2007
34.8;Clear;31.88;03/07/2007
33.42;Clear;30.77;04/07/2007
36.97;Clear;33.96;05/07/2007
42.98;Clear;37.59;06/07/2007
45.03;Clear;40.25;07/07/2007
47.55;Clear;43.04;08/07/2007
50.3;Clear;50.3;09/07/2007
52.75;Clear;52.75;10/07/2007
54.75;Clear;54.75;11/07/2007
57.22;Clear;57.22;12/07/2007
58.57;Clear;58.57;13/07/2007
58.81;Clear;58.81;14/07/2007
58.77;Clear;58.77;15/07/2007
57.6;Clear;57.6;16/07/2007
55.46;Clear;55.46;17/07/2007
51.47;Clear;51.47;18/07/2007
47.47;Clear;47.47;19/07/2007
44.08;Clear;44.08;20/07/2007
43.34;Clear;43.34;21/07/2007
42.97;Clear;42.97;22/07/2007
43.13;Partly Cloudy;43.13;23/07/2007
43.68;Partly Cloudy;42.34;24/07/2007
43.37;Clear;43.37;25/07/2007
43.42;Clear;43.42;26/07/2007
43.32;Partly Cloudy;43.32;27/07/2007
42.96;Clear;42.96;28/07/2007
43.58;Partly Cloudy;43.58;29/07/2007
45.31;Overcast;44.35;30/07/2007
46.89;Clear;46.89;31/07/2007
49.64;Partly Cloudy;48.43;01/08/2007
51.66;Clear;51.66;02/08/2007
54.28;Partly Cloudy;54.28;03/08/2007
57.22;Clear;57.22;04/08/2007
58.39;Partly Cloudy;58.39;05/08/2007
59.37;Partly Cloudy;59.37;06/08/2007
59.76;Partly Cloudy;59.76;07/08/2007
59.88;Clear;59.88;08/08/2007
58.85;Clear;58.85;09/08/2007
57.64;Partly Cloudy;57.64;10/08/2007
55.86;Overcast;55.86;11/08/2007
54.29;Partly Cloudy;54.29;12/08/2007
52.65;Clear;52.65;13/08/2007
51.02;Partly Cloudy;51.02;14/08/2007
49.41;Partly Cloudy;49.41;15/08/2007
47.71;Partly Cloudy;46.95;16/08/2007
48.09;Partly Cloudy;46.57;17/08/2007
48.24;Partly Cloudy;46.71;18/08/2007
47.58;Clear;44.97;19/08/2007
46.98;Clear;44.5;20/08/2007
46.5;Clear;42.27;21/08/2007
45.5;Clear;41.26;22/08/2007
43.44;Overcast;38.51;23/08/2007
42.47;Light Rain;38.16;24/08/2007
41.07;Rain;36.87;25/08/2007
39.94;Light Rain;35.45;26/08/2007
39.28;Light Rain;34.78;27/08/2007
39.42;Light Rain;34.06;28/08/2007
39.46;Drizzle;34.12;29/08/2007
39.33;Clear;33.95;30/08/2007
39.6;Clear;34.87;31/08/2007
39.57;Clear;34.98;01/09/2007
39.24;Clear;35.35;02/09/2007
39.17;Clear;34.72;03/09/2007
39.02;Overcast;34.93;04/09/2007
38.77;Clear;36.15;05/09/2007
38.47;Partly Cloudy;38.47;06/09/2007
38.44;Partly Cloudy;38.44;07/09/2007
38.13;Clear;38.13;08/09/2007
36.64;Partly Cloudy;34.46;09/09/2007
35.64;Partly Cloudy;35.64;10/09/2007
33.83;Clear;33.83;11/09/2007
32.97;Clear;32.97;12/09/2007
32.28;Clear;32.28;13/09/2007
31.77;Clear;31.77;14/09/2007
33.72;Clear;33.72;15/09/2007
37.25;Clear;34.23;16/09/2007
41.04;Clear;37.85;17/09/2007
46.0;Clear;43.34;18/09/2007
49.39;Clear;46.25;19/09/2007
52.15;Clear;52.15;20/09/2007
55.04;Clear;55.04;21/09/2007
57.04;Clear;57.04;22/09/2007
58.61;Clear;58.61;23/09/2007
59.44;Clear;59.44;24/09/2007
60.01;Clear;60.01;25/09/2007
59.51;Clear;59.51;26/09/2007
57.84;Clear;57.84;27/09/2007
53.91;Clear;53.91;28/09/2007
50.98;Clear;50.98;29/09/2007
47.5;Clear;45.47;30/09/2007
47.67;Clear;45.37;01/10/2007
45.55;Clear;41.99;02/10/2007
43.41;Clear;39.55;03/10/2007
40.19;Clear;36.83;04/10/2007
37.54;Clear;33.34;05/10/2007
35.09;Clear;35.09;06/10/2007
32.29;Clear;32.29;07/10/2007
30.95;Clear;30.95;08/10/2007
34.45;Clear;34.45;09/10/2007
41.69;Clear;41.69;10/10/2007
45.63;Clear;41.61;11/10/2007
47.97;Clear;46.19;12/10/2007
49.99;Clear;49.01;13/10/2007
52.59;Clear;52.59;14/10/2007
55.13;Clear;55.13;15/10/2007
57.08;Clear;57.08;16/10/2007
58.11;Clear;58.11;17/10/2007
58.81;Clear;58.81;18/10/2007
58.08;Clear;58.08;19/10/2007
57.2;Clear;57.2;20/10/2007
54.21;Clear;54.21;21/10/2007
51.01;Clear;51.01;22/10/2007
49.78;Clear;46.67;23/10/2007
48.67;Clear;46.27;24/10/2007
47.6;Clear;45.29;25/10/2007
46.35;Clear;44.67;26/10/2007
45.18;Clear;45.18;27/10/2007
44.07;Clear;44.07;28/10/2007
43.57;Clear;43.57;29/10/2007
42.68;Clear;40.79;30/10/2007
41.79;Clear;39.65;31/10/2007
40.65;Clear;40.65;01/11/2007
42.06;Clear;39.97;02/11/2007
43.57;Clear;40.72;03/11/2007
46.56;Clear;44.36;04/11/2007
48.78;Clear;46.94;05/11/2007
51.11;Clear;51.11;06/11/2007
53.7;Clear;53.7;07/11/2007
55.15;Clear;55.15;08/11/2007
57.15;Clear;57.15;09/11/2007
58.23;Clear;58.23;10/11/2007
58.3;Clear;58.3;11/11/2007
57.86;Clear;57.86;12/11/2007
57.3;Clear;57.3;13/11/2007
55.16;Clear;55.16;14/11/2007
52.65;Partly Cloudy;52.65;15/11/2007
51.04;Clear;51.04;16/11/2007
49.63;Clear;46.88;17/11/2007
48.73;Clear;45.01;18/11/2007
47.55;Clear;44.33;19/11/2007
46.58;Clear;43.89;20/11/2007
45.87;Mostly Cloudy;43.01;21/11/2007
44.89;Clear;42.19;22/11/2007
44.31;Clear;41.68;23/11/2007
42.03;Clear;39.43;24/11/2007
41.11;Clear;38.43;25/11/2007
43.52;Clear;41.81;26/11/2007
45.77;Partly Cloudy;43.75;27/11/2007
49.37;Clear;49.37;28/11/2007
53.9;Clear;53.9;29/11/2007
57.26;Clear;57.26;30/11/2007
60.22;Clear;60.22;01/12/2007
62.33;Clear;62.33;02/12/2007
63.31;Clear;63.31;03/12/2007
63.34;Clear;63.34;04/12/2007
62.94;Clear;62.94;05/12/2007
62.77;Clear;62.77;06/12/2007
62.39;Clear;62.39;07/12/2007
60.04;Clear;60.04;08/12/2007
56.03;Clear;56.03;09/12/2007
52.92;Clear;52.92;10/12/2007
50.29;Clear;50.29;11/12/2007
48.42;Clear;44.32;12/12/2007
46.84;Clear;43.59;13/12/2007
45.38;Clear;42.77;14/12/2007
44.71;Clear;41.62;15/12/2007
44.63;Clear;42.52;16/12/2007
44.45;Clear;42.83;17/12/2007
44.35;Clear;43.17;18/12/2007
44.47;Clear;43.21;19/12/2007
45.64;Clear;45.64;20/12/2007
47.47;Clear;46.81;21/12/2007
48.5;Clear;47.44;22/12/2007
49.28;Drizzle;48.57;23/12/2007
48.8;Drizzle;46.4;24/12/2007
49.22;Partly Cloudy;46.73;25/12/2007
48.92;Drizzle;46.31;26/12/2007
48.62;Drizzle;46.45;27/12/2007
47.86;Clear;44.98;28/12/2007
47.54;Clear;44.01;29/12/2007
46.47;Drizzle;42.53;30/12/2007
45.42;Drizzle;42.74;31/12/2007
43.9;Drizzle;41.06;01/01/2008
42.9;Overcast;40.21;02/01/2008
42.42;Clear;40.22;03/01/2008
42.05;Clear;40.57;04/01/2008
41.71;Clear;41.71;05/01/2008
41.06;Clear;41.06;06/01/2008
40.85;Clear;38.72;07/01/2008
41.02;Overcast;38.85;08/01/2008
41.03;Clear;38.62;09/01/2008
41.24;Clear;37.86;10/01/2008
41.45;Clear;39.43;11/01/2008
41.71;Clear;39.12;12/01/2008
42.75;Clear;39.8;13/01/2008
43.66;Overcast;40.49;14/01/2008
44.74;Clear;42.34;15/01/2008
45.59;Light Rain;42.95;16/01/2008
45.81;Rain;45.81;17/01/2008
46.62;Rain;46.62;18/01/2008
47.7;Light Rain;47.7;19/01/2008
48.42;Light Rain;48.42;20/01/2008
48.92;Drizzle;48.92;21/01/2008
49.39;Clear;49.39;22/01/2008
49.81;Clear;49.81;23/01/2008
50.14;Clear;50.14;24/01/2008
49.95;Partly Cloudy;48.98;25/01/2008
49.28;Partly Cloudy;49.28;26/01/2008
48.59;Partly Cloudy;47.51;27/01/2008
47.84;Clear;46.25;28/01/2008
46.73;Clear;46.73;29/01/2008
46.23;Partly Cloudy;46.23;30/01/2008
46.11;Partly Cloudy;46.11;31/01/2008
45.97;Partly Cloudy;45.97;01/02/2008
45.94;Light Rain;45.94;02/02/2008
45.84;Light Rain;45.84;03/02/2008
45.83;Light Rain;45.83;04/02/2008
46.07;Light Rain;46.07;05/02/2008
46.48;Light Rain;46.48;06/02/2008
46.97;Light Rain;46.21;07/02/2008
47.77;Light Rain;45.98;08/02/2008
48.73;Drizzle;47.1;09/02/2008
49.46;Drizzle;47.73;10/02/2008
49.64;Clear;48.34;11/02/2008
49.98;Clear;48.26;12/02/2008
50.67;Overcast;50.67;13/02/2008
51.39;Clear;51.39;14/02/2008
51.54;Clear;51.54;15/02/2008
51.45;Clear;51.45;16/02/2008
51.14;Clear;51.14;17/02/2008
50.79;Clear;50.79;18/02/2008
50.05;Overcast;50.05;19/02/2008
49.13;Clear;49.13;20/02/2008
48.54;Clear;48.54;21/02/2008
48.09;Clear;48.09;22/02/2008
47.59;Clear;47.59;23/02/2008
47.41;Clear;46.17;24/02/2008
46.94;Overcast;46.94;25/02/2008
46.71;Clear;46.71;26/02/2008
46.54;Clear;46.54;27/02/2008
46.27;Clear;44.42;28/02/2008
46.19;Clear;44.33;29/02/2008
46.56;Clear;44.47;01/03/2008
46.93;Overcast;44.6;02/03/2008
47.32;Clear;45.1;03/03/2008
47.55;Clear;44.73;04/03/2008
48.0;Clear;45.05;05/03/2008
48.16;Clear;44.96;06/03/2008
48.42;Clear;45.01;07/03/2008
48.29;Overcast;44.44;08/03/2008
48.61;Drizzle;45.21;09/03/2008
47.76;Drizzle;44.14;10/03/2008
47.12;Clear;43.52;11/03/2008
46.61;Drizzle;42.65;12/03/2008
46.1;Drizzle;42.19;13/03/2008
45.66;Drizzle;40.84;14/03/2008
44.82;Drizzle;41.06;15/03/2008
44.41;Light Rain;40.05;16/03/2008
43.87;Drizzle;39.55;17/03/2008
43.74;Clear;39.25;18/03/2008
43.7;Clear;39.08;19/03/2008
43.41;Overcast;38.75;20/03/2008
43.35;Clear;38.93;21/03/2008
43.27;Clear;38.6;22/03/2008
43.25;Clear;38.54;23/03/2008
43.34;Clear;38.2;24/03/2008
43.87;Clear;39.12;25/03/2008
44.79;Overcast;39.96;26/03/2008
46.03;Clear;41.05;27/03/2008
47.03;Clear;42.21;28/03/2008
48.4;Clear;43.74;29/03/2008
49.56;Clear;45.08;30/03/2008
50.24;Clear;50.24;31/03/2008
51.26;Overcast;51.26;01/04/2008
51.13;Clear;51.13;02/04/2008
50.89;Clear;50.89;03/04/2008
50.35;Clear;50.35;04/04/2008
49.85;Clear;45.52;05/04/2008
49.28;Clear;44.76;06/04/2008
48.53;Overcast;44.35;07/04/2008
48.15;Drizzle;43.89;08/04/2008
47.78;Drizzle;43.89;09/04/2008
47.78;Light Rain;44.28;10/04/2008
47.58;Drizzle;44.03;11/04/2008
47.77;Clear;44.52;12/04/2008
47.79;Overcast;44.66;13/04/2008
47.48;Clear;44.31;14/04/2008
47.58;Clear;44.82;15/04/2008
47.46;Clear;45.74;16/04/2008
47.36;Partly Cloudy;44.56;17/04/2008
48.85;Partly Cloudy;47.11;18/04/2008
50.13;Partly Cloudy;50.13;19/04/2008
52.37;Partly Cloudy;52.37;20/04/2008
53.84;Clear;53.84;21/04/2008
56.85;Clear;56.85;22/04/2008
59.57;Partly Cloudy;59.57;23/04/2008
61.59;Partly Cloudy;61.59;24/04/2008
62.28;Overcast;62.28;25/04/2008
61.68;Clear;61.68;26/04/2008
58.9;Light Rain;58.9;27/04/2008
56.55;Drizzle;56.55;28/04/2008
54.99;Light Rain;54.99;29/04/2008
53.09;Light Rain;53.09;30/04/2008
51.46;Light Rain;51.46;01/05/2008
50.1;Light Rain;50.1;02/05/2008
48.49;Light Rain;45.78;03/05/2008
47.74;Drizzle;45.83;04/05/2008
47.47;Clear;45.87;05/05/2008
47.39;Clear;44.91;06/05/2008
46.87;Mostly Cloudy;43.88;07/05/2008
46.45;Clear;44.5;08/05/2008
46.38;Clear;42.69;09/05/2008
46.34;Clear;43.22;10/05/2008
46.38;Clear;43.35;11/05/2008
46.68;Clear;43.15;12/05/2008
47.38;Overcast;44.2;13/05/2008
48.33;Clear;45.72;14/05/2008
49.57;Clear;46.61;15/05/2008
50.44;Light Rain;50.44;16/05/2008
51.88;Drizzle;51.88;17/05/2008
52.8;Clear;52.8;18/05/2008
53.35;Overcast;53.35;19/05/2008
53.55;Clear;53.55;20/05/2008
53.87;Clear;53.87;21/05/2008
54.29;Clear;54.29;22/05/2008
54.31;Clear;54.31;23/05/2008
53.82;Clear;53.82;24/05/2008
53.07;Mostly Cloudy;53.07;25/05/2008
52.47;Clear;52.47;26/05/2008
52.11;Clear;52.11;27/05/2008
51.43;Partly Cloudy;51.43;28/05/2008
50.99;Partly Cloudy;50.99;29/05/2008
50.59;Clear;50.59;30/05/2008
50.79;Overcast;50.79;31/05/2008
50.6;Clear;50.6;01/06/2008
50.57;Partly Cloudy;50.57;02/06/2008
50.27;Partly Cloudy;50.27;03/06/2008
50.0;Partly Cloudy;47.32;04/06/2008
51.14;Clear;51.14;05/06/2008
51.9;Mostly Cloudy;51.9;06/06/2008
52.12;Drizzle;52.12;07/06/2008
51.61;Light Rain;51.61;08/06/2008
51.91;Drizzle;51.91;09/06/2008
52.7;Clear;52.7;10/06/2008
55.18;Drizzle;55.18;11/06/2008
57.6;Drizzle;57.6;12/06/2008
59.33;Clear;59.33;13/06/2008
60.42;Breezy and Partly Cloudy;60.42;14/06/2008
58.95;Breezy;58.95;15/06/2008
56.71;Breezy and Partly Cloudy;56.71;16/06/2008
54.81;Clear;54.81;17/06/2008
52.57;Clear;52.57;18/06/2008
50.89;Clear;50.89;19/06/2008
48.52;Clear;45.73;20/06/2008
47.36;Clear;43.76;21/06/2008
45.06;Clear;41.49;22/06/2008
44.68;Clear;40.73;23/06/2008
44.8;Clear;41.19;24/06/2008
43.36;Clear;40.01;25/06/2008
42.39;Clear;38.75;26/06/2008
42.25;Clear;38.49;27/06/2008
44.33;Clear;41.0;28/06/2008
46.0;Partly Cloudy;42.97;29/06/2008
49.29;Clear;46.89;30/06/2008
52.1;Partly Cloudy;52.1;01/07/2008
54.02;Clear;54.02;02/07/2008
56.67;Partly Cloudy;56.67;03/07/2008
57.99;Clear;57.99;04/07/2008
59.94;Partly Cloudy;59.94;05/07/2008
60.82;Clear;60.82;06/07/2008
62.24;Clear;62.24;07/07/2008
62.89;Clear;62.89;08/07/2008
62.63;Clear;62.63;09/07/2008
61.63;Clear;61.63;10/07/2008
58.61;Clear;58.61;11/07/2008
54.78;Clear;54.78;12/07/2008
51.42;Clear;51.42;13/07/2008
48.57;Clear;45.78;14/07/2008
45.41;Clear;42.77;15/07/2008
42.19;Clear;42.19;16/07/2008
39.54;Clear;39.54;17/07/2008
37.09;Clear;34.35;18/07/2008
35.92;Clear;30.55;19/07/2008
34.3;Clear;31.03;20/07/2008
33.77;Clear;33.77;21/07/2008
33.66;Clear;30.27;22/07/2008
38.95;Clear;38.95;23/07/2008
46.46;Clear;41.78;24/07/2008
52.24;Clear;52.24;25/07/2008
55.63;Clear;55.63;26/07/2008
59.08;Clear;59.08;27/07/2008
61.84;Clear;61.84;28/07/2008
64.43;Clear;64.43;29/07/2008
66.35;Clear;66.35;30/07/2008
68.16;Clear;68.16;31/07/2008
69.3;Clear;69.3;01/08/2008
68.94;Clear;68.94;02/08/2008
68.35;Clear;68.35;03/08/2008
66.73;Clear;66.73;04/08/2008
63.29;Clear;63.29;05/08/2008
56.87;Clear;56.87;06/08/2008
52.45;Clear;52.45;07/08/2008
49.05;Clear;48.47;08/08/2008
46.92;Clear;46.92;09/08/2008
45.31;Clear;44.23;10/08/2008
44.1;Clear;44.1;11/08/2008
42.42;Clear;40.74;12/08/2008
40.58;Clear;40.58;13/08/2008
38.96;Clear;37.15;14/08/2008
38.0;Clear;35.8;15/08/2008
43.85;Clear;43.85;16/08/2008
51.84;Clear;51.84;17/08/2008
58.87;Clear;58.87;18/08/2008
63.69;Clear;63.69;19/08/2008
66.87;Clear;66.87;20/08/2008
68.91;Clear;68.91;21/08/2008
71.37;Clear;71.37;22/08/2008
73.29;Clear;73.29;23/08/2008
